,Player,Pos,G,MP,Roster
563,Corie Blount,PF,72,19.8,2002PHI
564,Derrick McKey,SF,41,19.1,2002PHI
565,Raja Bell,SG,74,12.0,2002PHI
566,Michael Ruffin,PF,15,11.3,2002PHI
567,Jabari Smith,C,11,10.0,2002PHI
568,Ira Bowman,SG,3,9.7,2002PHI
569,Matt Geiger,C,4,9.0,2002PHI
570,Vonteego Cummings,PG,58,8.6,2002PHI
571,Alvin Jones,C,23,5.5,2002PHI
572,Samuel Dalembert,C,34,5.2,2002PHI
573,Tim James,SF,9,4.6,2002PHI
574,Damone Brown,SF,17,3.9,2002PHI
575,Team Totals,,82,240.6,2002PHI
576,Jason Kidd,PG,82,37.3,2002NJN
577,Kenyon Martin,PF,73,34.3,2002NJN
578,Kerry Kittles,SG,82,31.7,2002NJN
579,Keith Van Horn,SF,81,30.4,2002NJN
580,Richard Jefferson,SF,79,24.3,2002NJN
581,Todd MacCulloch,C,62,24.2,2002NJN
582,Lucious Harris,SG,74,21.0,2002NJN
583,Aaron Williams,PF,82,18.9,2002NJN
584,Jason Collins,C,77,18.3,2002NJN
585,Anthony Johnson,SG,34,10.8,2002NJN
586,Brian Scalabrine,PF,28,10.4,2002NJN
587,Derrick Dial,SG,25,10.0,2002NJN
588,Donny Marshall,SF,20,5.9,2002NJN
589,Brandon Armstrong,SG,35,5.6,2002NJN
590,Steve Goodrich,SF,9,5.6,2002NJN
591,Reggie Slater,PF,4,2.5,2002NJN
592,Team Totals,,82,241.8,2002NJN
593,Antawn Jamison,SF,82,37.0,2002GSW
594,Jason Richardson,SG,80,32.9,2002GSW
595,Danny Fortson,PF,77,28.8,2002GSW
596,Larry Hughes,SG,73,28.1,2002GSW
597,Gilbert Arenas,PG,47,24.6,2002GSW
598,Erick Dampier,C,73,23.8,2002GSW
599,Bob Sura,PG,78,22.8,2002GSW
600,Adonal Foyle,C,79,18.8,2002GSW
601,Chris Mills,SF,66,18.7,2002GSW
602,Troy Murphy,PF,82,17.7,2002GSW
603,Mookie Blaylock,PG,35,17.1,2002GSW
604,Marc Jackson,C,17,9.9,2002GSW
605,Dean Oliver,PG,20,7.0,2002GSW
606,Dean Garrett,C,5,6.2,2002GSW
607,Cedric Henderson,SF,12,5.8,2002GSW
608,Team Totals,,82,241.2,2002GSW
609,Antoine Walker,PF,81,42.0,2002BOS
610,Paul Pierce,SG,82,40.3,2002BOS
611,Kenny Anderson,PG,76,32.0,2002BOS
612,Tony Delk,SG,22,25.9,2002BOS
613,Tony Battie,C,74,24.6,2002BOS
614,Eric Williams,SF,74,23.6,2002BOS
615,Rodney Rogers,SF,27,23.2,2002BOS
616,Joe Johnson,SG,48,20.9,2002BOS
617,Erick Strickland,PG,79,20.8,2002BOS
618,Vitaly Potapenko,C,79,17.0,2002BOS
619,Walter McCarty,PF,56,12.8,2002BOS
620,Milt Palacio,PG,41,12.6,2002BOS
621,Mark Blount,C,44,9.4,2002BOS
622,Kedrick Brown,SF,29,8.4,2002BOS
623,Randy Brown,PG,1,6.0,2002BOS
624,Joseph Forte,SG,8,4.9,2002BOS
625,Team Totals,,82,241.8,2002BOS
626,Jermaine O'Neal,PF,72,37.6,2002IND
627,Reggie Miller,SG,79,36.6,2002IND
628,Jalen Rose,SF,53,36.5,2002IND
629,Brad Miller,C,28,31.1,2002IND
630,Jamaal Tinsley,PG,80,30.5,2002IND
631,Al Harrington,PF,44,29.8,2002IND
632,Metta World Peace,SF,28,29.3,2002IND
633,Jeff Foster,C,82,21.8,2002IND
634,Travis Best,PG,44,21.7,2002IND
635,Jonathan Bender,SF,78,21.1,2002IND
636,Kevin Ollie,PG,29,19.9,2002IND
637,Austin Croshere,PF,76,16.9,2002IND
638,Ron Mercer,SG,13,16.4,2002IND
639,Carlos Rogers,C,22,7.6,2002IND
640,Primož Brezec,C,22,7.3,2002IND
641,Bruno Šundov,C,22,4.0,2002IND
642,Jamison Brewer,SG,13,3.3,2002IND
643,Norm Richardson,SG,3,1.3,2002IND
644,Team Totals,,82,242.7,2002IND
645,Shareef Abdur-Rahim,PF,77,38.7,2002ATL
646,Jason Terry,SG,78,38.0,2002ATL
647,Ira Newble,SF,42,30.3,2002ATL
648,Emanual Davis,PG,28,27.6,2002ATL
649,Theo Ratliff,C,3,27.3,2002ATL
650,Nazr Mohammed,C,82,26.4,2002ATL
651,Toni Kukoč,SF,59,25.3,2002ATL
652,DerMarr Johnson,SF,72,24.0,2002ATL
653,Jacque Vaughn,PG,82,22.6,2002ATL
654,Dion Glover,SG,55,21.0,2002ATL
655,Chris Crawford,PF,7,18.7,2002ATL
656,Hanno Möttölä,C,82,16.7,2002ATL
657,Alan Henderson,PF,26,16.2,2002ATL
658,Mark Strickland,SF,46,14.2,2002ATL
659,Cal Bowdler,PF,52,11.3,2002ATL
660,Reggie Slater,PF,4,9.3,2002ATL
661,Leon Smith,C,14,7.1,2002ATL
662,Dickey Simpkins,PF,1,3.0,2002ATL
663,Team Totals,,82,241.2,2002ATL
664,Latrell Sprewell,SF,81,41.1,2002NYK
665,Allan Houston,SG,77,37.8,2002NYK
666,Marcus Camby,C,29,34.7,2002NYK
667,Kurt Thomas,C,82,33.8,2002NYK
668,Clarence Weatherspoon,PF,56,30.9,2002NYK
669,Mark Jackson,PG,82,28.9,2002NYK
670,Othella Harrington,PF,77,20.3,2002NYK
671,Shandon Anderson,SG,82,19.5,2002NYK
672,Charlie Ward,PG,63,16.8,2002NYK
673,Howard Eisley,PG,39,15.6,2002NYK
674,Travis Knight,C,49,8.8,2002NYK
675,Lavor Postell,SG,23,7.8,2002NYK
676,Felton Spencer,C,32,7.8,2002NYK
677,Larry Robinson,SG,2,5.0,2002NYK
678,Team Totals,,82,241.5,2002NYK
679,Vince Carter,SG,60,39.8,2002TOR
680,Antonio Davis,PF,77,38.7,2002TOR
681,Alvin Williams,PG,82,35.7,2002TOR
682,Morris Peterson,SF,63,31.6,2002TOR
683,Keon Clark,C,81,27.0,2002TOR
684,Jerome Williams,PF,68,24.1,2002TOR
685,Chris Childs,PG,69,22.8,2002TOR
686,Hakeem Olajuwon,C,61,22.6,2002TOR
687,Dell Curry,SG,56,15.8,2002TOR
688,Eric Montross,C,49,13.4,2002TOR
689,Tracy Murray,SF,40,11.8,2002TOR
690,Jermaine Jackson,SG,24,11.7,2002TOR
691,Mamadou N'Diaye,C,5,9.2,2002TOR
692,Michael Stewart,C,11,8.5,2002TOR
693,Derrick Dial,SG,7,7.1,2002TOR
694,Carlos Arroyo,PG,17,5.6,2002TOR
695,Michael Bradley,PF,26,4.5,2002TOR
696,Team Totals,,82,240.9,2002TOR
697,Andre Miller,PG,81,37.3,2002CLE
698,Wesley Person,SG,78,35.8,2002CLE
699,Lamond Murray,SF,71,32.6,2002CLE
700,Tyrone Hill,PF,26,31.2,2002CLE
701,Jumaine Jones,PF,81,26.4,2002CLE
702,Ricky Davis,SF,82,23.8,2002CLE
703,Chris Mihm,C,74,22.4,2002CLE
704,Zydrunas Ilgauskas,C,62,21.4,2002CLE
705,Brian Skinner,PF,65,17.0,2002CLE
706,Michael Doleac,C,42,16.8,2002CLE
707,Bimbo Coles,PG,47,14.7,2002CLE
708,Bryant Stith,SG,50,13.3,2002CLE
709,Trajan Langdon,SG,44,10.8,2002CLE
710,Jeff Trepagnier,SG,12,6.4,2002CLE
711,DeSagana Diop,C,18,6.1,2002CLE
712,Team Totals,,82,242.1,2002CLE
713,Tracy McGrady,SG,76,38.3,2002ORL
714,Grant Hill,SF,14,36.6,2002ORL
715,Mike Miller,SF,63,33.7,2002ORL
716,Darrell Armstrong,PG,82,33.3,2002ORL
717,Pat Garrity,PF,80,30.1,2002ORL
718,Horace Grant,C,76,29.1,2002ORL
719,Troy Hudson,PG,81,22.9,2002ORL
720,Monty Williams,SF,68,18.9,2002ORL
721,Jaren Jackson,SG,9,16.0,2002ORL
722,Bo Outlaw,PF,10,16.0,2002ORL
723,Patrick Ewing,C,65,13.9,2002ORL
724,Jud Buechler,SF,60,10.5,2002ORL
725,Don Reid,PF,68,10.5,2002ORL
726,Andrew DeClercq,C,61,10.4,2002ORL
727,Steven Hunter,C,53,9.7,2002ORL
728,Dee Brown,PG,7,9.3,2002ORL
729,Jeryl Sasser,SG,7,5.1,2002ORL
730,Team Totals,,82,241.8,2002ORL
731,Stephon Marbury,PG,82,38.9,2002PHO
732,Shawn Marion,SF,81,38.4,2002PHO
733,Joe Johnson,SG,29,31.5,2002PHO
734,Anfernee Hardaway,SG,80,30.8,2002PHO
735,Tom Gugliotta,PF,44,25.7,2002PHO
736,Rodney Rogers,SF,50,25.1,2002PHO
737,Bo Outlaw,PF,73,24.2,2002PHO
738,Jake Tsakalidis,C,67,23.6,2002PHO
739,Tony Delk,SG,41,21.4,2002PHO
740,Dan Majerle,SG,65,18.2,2002PHO
741,Jake Voskuhl,C,59,15.3,2002PHO
742,John Wallace,SF,46,10.7,2002PHO
743,Milt Palacio,SG,28,9.7,2002PHO
744,Jud Buechler,SF,6,9.0,2002PHO
745,Joe Crispin,PG,15,8.6,2002PHO
746,Alton Ford,PF,53,8.5,2002PHO
747,Charlie Bell,SG,5,8.4,2002PHO
748,Daniel Santiago,C,3,8.0,2002PHO
749,Vinny Del Negro,PG,2,3.0,2002PHO
750,Team Totals,,82,241.8,2002PHO
751,Nick Van Exel,PG,45,38.6,2002DEN
752,Juwan Howard,PF,28,34.9,2002DEN
753,Raef LaFrentz,C,51,32.7,2002DEN
754,James Posey,SF,73,30.7,2002DEN
755,George McCloud,SF,69,26.5,2002DEN
756,Calbert Cheaney,SG,68,24.0,2002DEN
757,Antonio McDyess,PF,10,23.6,2002DEN
758,Avery Johnson,PG,51,23.5,2002DEN
759,Voshon Lenard,SG,71,23.5,2002DEN
760,Donnell Harvey,PF,29,23.4,2002DEN
761,Tim Hardaway,PG,14,23.2,2002DEN
762,Ryan Bowen,SF,75,22.5,2002DEN
763,Tariq Abdul-Wahad,SG,20,20.9,2002DEN
764,Scott Williams,PF,41,18.0,2002DEN
765,Isaiah Rider,SG,10,17.3,2002DEN
766,Zendon Hamilton,PF,54,15.7,2002DEN
767,Kenny Satterfield,PG,36,15.6,2002DEN
768,Mengke Bateer,C,27,15.1,2002DEN
769,Carlos Arroyo,PG,20,13.8,2002DEN
770,Shawnelle Scott,C,21,12.0,2002DEN
771,Chris Andersen,C,24,10.9,2002DEN
772,Team Totals,,82,241.5,2002DEN
773,Cuttino Mobley,SG,74,42.1,2002HOU
774,Steve Francis,PG,57,41.1,2002HOU
775,Kenny Thomas,PF,72,34.5,2002HOU
776,Glen Rice,SF,20,30.3,2002HOU
777,Moochie Norris,PG,82,27.4,2002HOU
778,Eddie Griffin,PF,73,26.0,2002HOU
779,Kelvin Cato,C,75,25.6,2002HOU
780,Walt Williams,SF,48,23.3,2002HOU
781,Kevin Willis,PF,52,16.6,2002HOU
782,Óscar Torres,SG,65,16.5,2002HOU
783,Terence Morris,SF,68,16.3,2002HOU
784,Jason Collier,C,25,14.6,2002HOU
785,Dan Langhi,SF,34,12.8,2002HOU
786,Tierre Brown,SG,40,10.1,2002HOU
787,Team Totals,,82,243.7,2002HOU
788,Kevin Garnett,PF,81,39.2,2002MIN
789,Wally Szczerbiak,SF,82,38.0,2002MIN
790,Terrell Brandon,PG,32,30.1,2002MIN
791,Chauncey Billups,PG,82,28.7,2002MIN
792,Rasho Nesterović,C,82,27.0,2002MIN
793,Joe Smith,C,72,26.7,2002MIN
794,Anthony Peeler,SG,82,25.1,2002MIN
795,Gary Trent,PF,64,17.8,2002MIN
796,Robert Pack,PG,16,15.8,2002MIN
797,Marc Jackson,C,22,14.8,2002MIN
798,Sam Mitchell,SF,74,9.8,2002MIN
799,William Avery,PG,28,9.2,2002MIN
800,Felipe López,SG,67,8.7,2002MIN
801,Loren Woods,C,60,8.6,2002MIN
802,Dean Garrett,C,29,5.2,2002MIN
803,Maurice Evans,SG,10,4.5,2002MIN
804,Team Totals,,82,241.5,2002MIN
805,Tim Duncan,PF,82,40.6,2002SAS
806,David Robinson,C,78,29.5,2002SAS
807,Tony Parker,PG,77,29.4,2002SAS
808,Bruce Bowen,SF,59,28.8,2002SAS
809,Steve Smith,SG,77,28.7,2002SAS
810,Antonio Daniels,SG,82,26.5,2002SAS
811,Malik Rose,PF,82,21.0,2002SAS
812,Charles Smith,SG,60,19.0,2002SAS
813,Terry Porter,PG,72,18.0,2002SAS
814,Danny Ferry,SF,50,16.0,2002SAS
815,Stephen Jackson,SF,23,9.9,2002SAS
816,Jason Hart,PG,10,9.2,2002SAS
817,Mark Bryant,PF,30,6.9,2002SAS
818,Amal McCaskill,C,27,5.7,2002SAS
819,Cherokee Parks,C,42,5.6,2002SAS
820,Team Totals,,82,242.1,2002SAS
821,Rasheed Wallace,PF,79,37.5,2002POR
822,Damon Stoudamire,PG,75,37.3,2002POR
823,Scottie Pippen,SF,62,32.2,2002POR
824,Bonzi Wells,SG,74,31.7,2002POR
825,Dale Davis,C,78,31.4,2002POR
826,Derek Anderson,SG,70,26.6,2002POR
827,Ruben Patterson,SF,75,23.5,2002POR
828,Shawn Kemp,PF,75,16.4,2002POR
829,Erick Barkley,PG,19,12.0,2002POR
830,Steve Kerr,PG,65,11.9,2002POR
831,Rick Brunson,PG,59,8.8,2002POR
832,Mitchell Butler,SG,11,8.2,2002POR
833,Chris Dudley,C,43,7.6,2002POR
834,Ruben Boumtje-Boumtje,C,33,7.4,2002POR
835,Zach Randolph,PF,41,5.8,2002POR
836,Team Totals,,82,241.8,2002POR
837,Chris Webber,PF,54,38.4,2002SAC
838,Peja Stojaković,SF,71,37.3,2002SAC
839,Doug Christie,SG,81,34.5,2002SAC
840,Mike Bibby,PG,80,33.2,2002SAC
841,Vlade Divac,C,80,30.3,2002SAC
842,Hedo Türkoğlu,SF,80,24.6,2002SAC
843,Scot Pollard,C,80,23.5,2002SAC
844,Bobby Jackson,PG,81,21.6,2002SAC
845,Lawrence Funderburke,PF,56,12.9,2002SAC
846,Gerald Wallace,SF,54,8.0,2002SAC
847,Jabari Smith,C,12,5.9,2002SAC
848,Chucky Brown,SF,18,5.1,2002SAC
849,Mateen Cleaves,PG,32,4.8,2002SAC
850,Brent Price,PG,20,4.5,2002SAC
851,Team Totals,,82,240.9,2002SAC
852,Baron Davis,PG,82,40.5,2002CHH
853,Jamal Mashburn,SF,40,40.0,2002CHH
854,David Wesley,SG,67,37.1,2002CHH
855,P.J. Brown,C,80,32.0,2002CHH
856,Elden Campbell,PF,77,28.0,2002CHH
857,Lee Nailon,SF,79,24.2,2002CHH
858,George Lynch,SF,45,19.8,2002CHH
859,Jamaal Magloire,C,82,18.9,2002CHH
860,Stacey Augmon,SG,77,17.1,2002CHH
861,Bryce Drew,PG,61,12.7,2002CHH
862,Matt Bullard,PF,31,11.3,2002CHH
863,Robert Traylor,PF,61,11.1,2002CHH
864,Kirk Haston,PF,15,5.1,2002CHH
865,Jérôme Moïso,C,15,5.1,2002CHH
866,Eldridge Recasner,SG,1,2.0,2002CHH
867,Team Totals,,82,240.9,2002CHH
868,Ben Wallace,C,80,36.5,2002DET
869,Clifford Robinson,PF,80,35.7,2002DET
870,Jerry Stackhouse,SF,76,35.3,2002DET
871,Chucky Atkins,PG,79,28.9,2002DET
872,Jon Barry,SG,82,24.2,2002DET
873,Michael Curry,SG,82,23.3,2002DET
874,Corliss Williamson,SF,78,21.8,2002DET
875,Dana Barros,PG,29,20.1,2002DET
876,Damon Jones,PG,67,16.2,2002DET
877,Željko Rebrača,C,74,15.9,2002DET
878,Rodney White,SF,16,8.1,2002DET
879,Mikki Moore,C,30,7.2,2002DET
880,Victor Alexander,C,15,6.5,2002DET
881,Ratko Varda,C,1,6.0,2002DET
882,Brian Cardinal,PF,8,5.4,2002DET
883,Team Totals,,82,240.0,2002DET
884,Michael Finley,SF,69,39.9,2002DAL
885,Dirk Nowitzki,C,76,38.0,2002DAL
886,Steve Nash,PG,82,34.6,2002DAL
887,Juwan Howard,PF,53,31.3,2002DAL
888,Raef LaFrentz,C,27,29.1,2002DAL
889,Nick Van Exel,SG,27,28.0,2002DAL
890,Adrian Griffin,SG,58,23.8,2002DAL
891,Tim Hardaway,PG,54,23.6,2002DAL
892,Eduardo Nájera,PF,62,21.9,2002DAL
893,Greg Buckner,SG,44,20.1,2002DAL
894,Johnny Newman,SF,47,15.4,2002DAL
895,Shawn Bradley,C,53,14.3,2002DAL
896,Danny Manning,PF,41,13.5,2002DAL
897,Wang Zhizhi,C,55,10.9,2002DAL
898,Evan Eschmeyer,C,31,9.6,2002DAL
899,Donnell Harvey,PF,18,9.0,2002DAL
900,Avery Johnson,PG,17,8.9,2002DAL
901,Darrick Martin,PG,3,7.3,2002DAL
902,Tariq Abdul-Wahad,SG,4,6.0,2002DAL
903,Charlie Bell,SG,2,1.0,2002DAL
904,Team Totals,,82,242.4,2002DAL
905,Gary Payton,PG,82,40.3,2002SEA
906,Brent Barry,SG,81,37.5,2002SEA
907,Rashard Lewis,SF,71,36.4,2002SEA
908,Desmond Mason,SF,75,32.3,2002SEA
909,Vin Baker,C,55,31.1,2002SEA
910,Vladimir Radmanović,PF,61,20.2,2002SEA
911,Calvin Booth,C,15,18.6,2002SEA
912,Predrag Drobnjak,C,64,18.3,2002SEA
913,Jerome James,C,56,16.9,2002SEA
914,Ansu Sesay,SF,9,15.8,2002SEA
915,Art Long,PF,63,15.7,2002SEA
916,Earl Watson,PG,64,15.1,2002SEA
917,Randy Livingston,PG,13,13.5,2002SEA
918,Shammond Williams,SG,50,12.1,2002SEA
919,Antonio Harvey,PF,5,9.4,2002SEA
920,Olumide Oyedeji,C,36,6.1,2002SEA
921,Team Totals,,82,241.8,2002SEA
922,Kobe Bryant,SG,80,38.3,2002LAL
923,Shaquille O'Neal,C,67,36.1,2002LAL
924,Derek Fisher,PG,70,28.2,2002LAL
925,Rick Fox,SF,82,27.9,2002LAL
926,Robert Horry,PF,81,26.4,2002LAL
927,Samaki Walker,PF,69,24.0,2002LAL
928,Devean George,SF,82,21.5,2002LAL
929,Lindsey Hunter,PG,82,19.7,2002LAL
930,Mitch Richmond,SG,64,11.1,2002LAL
931,Mark Madsen,PF,59,11.0,2002LAL
932,Brian Shaw,PG,58,10.9,2002LAL
933,Stanislav Medvedenko,C,71,10.3,2002LAL
934,Jelani McCoy,C,21,5.0,2002LAL
935,Joe Crispin,PG,6,4.5,2002LAL
936,Mike Penberthy,PG,3,4.0,2002LAL
937,Team Totals,,82,241.2,2002LAL
938,Elton Brand,PF,80,37.8,2002LAC
939,Jeff McInnis,PG,81,37.4,2002LAC
940,Lamar Odom,SF,29,34.4,2002LAC
941,Michael Olowokandi,C,80,32.1,2002LAC
942,Darius Miles,SF,82,27.2,2002LAC
943,Quentin Richardson,SG,81,26.6,2002LAC
944,Corey Maggette,SG,63,25.6,2002LAC
945,Eric Piatkowski,SG,71,24.2,2002LAC
946,Tremaine Fowlkes,SF,22,15.6,2002LAC
947,Sean Rooks,C,61,11.9,2002LAC
948,Earl Boykins,PG,68,11.2,2002LAC
949,Keyon Dooling,PG,14,11.1,2002LAC
950,Doug Overton,PG,18,7.2,2002LAC
951,Harold Jamison,PF,25,7.0,2002LAC
952,Eldridge Recasner,PG,5,6.2,2002LAC
953,Obinna Ekezie,PF,29,5.2,2002LAC
954,Team Totals,,82,241.5,2002LAC
955,Karl Malone,PF,80,38.0,2002UTA
956,John Stockton,PG,82,31.3,2002UTA
957,Bryon Russell,SG,66,30.3,2002UTA
958,Donyell Marshall,SF,58,30.2,2002UTA
959,Andrei Kirilenko,SF,82,26.2,2002UTA
960,Jarron Collins,C,70,20.6,2002UTA
961,John Crotty,PG,41,19.6,2002UTA
962,Scott Padgett,PF,75,17.3,2002UTA
963,DeShawn Stevenson,SG,67,16.9,2002UTA
964,Rusty LaRue,PG,33,16.4,2002UTA
965,Greg Ostertag,C,74,15.0,2002UTA
966,John Starks,SG,66,14.1,2002UTA
967,Quincy Lewis,SG,36,13.6,2002UTA
968,John Amaechi,PF,54,10.9,2002UTA
969,Team Totals,,82,241.8,2002UTA
970,Richard Hamilton,SG,63,35.0,2002WAS
971,Michael Jordan,SF,60,34.9,2002WAS
972,Chris Whitney,PG,82,26.5,2002WAS
973,Christian Laettner,PF,57,25.3,2002WAS
974,Popeye Jones,PF,79,24.3,2002WAS
975,Hubert Davis,SG,51,24.1,2002WAS
976,Courtney Alexander,SG,56,23.7,2002WAS
977,Tyrone Nesby,SF,70,21.4,2002WAS
978,Tyronn Lue,PG,71,20.5,2002WAS
979,Brendan Haywood,C,62,20.4,2002WAS
980,Jahidi White,C,71,19.0,2002WAS
981,Kwame Brown,PF,57,14.3,2002WAS
982,Etan Thomas,C,47,13.1,2002WAS
983,Bobby Simmons,SF,30,11.4,2002WAS
984,Team Totals,,82,240.6,2002WAS
985,Anthony Mason,PF,82,38.3,2002MIL
986,Ray Allen,SG,69,36.6,2002MIL
987,Glenn Robinson,SF,66,35.5,2002MIL
988,Sam Cassell,PG,74,35.2,2002MIL
989,Tim Thomas,SF,74,26.9,2002MIL
990,Greg Anthony,PG,24,23.0,2002MIL
991,Michael Redd,SG,67,21.1,2002MIL
992,Ervin Johnson,C,81,20.5,2002MIL
993,Darvin Ham,SF,70,17.3,2002MIL
994,Joel Przybilla,C,71,15.9,2002MIL
995,Jason Caffey,PF,23,12.3,2002MIL
996,Rafer Alston,PG,50,12.0,2002MIL
997,Mark Pope,PF,45,9.5,2002MIL
998,Greg Foster,PF,6,4.0,2002MIL
999,Team Totals,,82,242.7,2002MIL
1000,Shane Battier,SF,78,39.7,2002MEM
1001,Pau Gasol,PF,82,36.7,2002MEM
1002,Jason Williams,PG,65,34.4,2002MEM
1003,Michael Dickerson,SG,4,31.0,2002MEM
1004,Lorenzen Wright,C,43,29.1,2002MEM
1005,Grant Long,PF,66,28.3,2002MEM
1006,Rodney Buford,SG,63,28.1,2002MEM
1007,Stromile Swift,PF,68,26.5,2002MEM
1008,Elliot Perry,PG,2,24.0,2002MEM
1009,Brevin Knight,PG,53,21.7,2002MEM
1010,Tony Massenburg,PF,73,17.1,2002MEM
1011,Eddie Gill,PG,23,16.7,2002MEM
1012,Nick Anderson,SG,15,14.6,2002MEM
1013,Isaac Austin,C,21,14.6,2002MEM
1014,Will Solomon,SG,62,14.1,2002MEM
1015,Isaac Fontaine,SG,6,12.5,2002MEM
1016,Antonis Fotsis,PF,28,11.4,2002MEM
1017,Team Totals,,82,241.2,2002MEM
1018,Eddie Jones,SG,47,38.1,2003MIA
1019,Caron Butler,SF,78,36.6,2003MIA
1020,Brian Grant,C,82,32.2,2003MIA
1021,Malik Allen,PF,80,29.0,2003MIA
1022,Travis Best,PG,72,25.1,2003MIA
1023,Mike James,PG,78,22.1,2003MIA
1024,Rasual Butler,SG,72,21.0,2003MIA
1025,Vladimir Stepania,C,79,20.2,2003MIA
1026,Anthony Carter,PG,49,18.6,2003MIA
1027,Eddie House,SG,55,18.6,2003MIA
1028,LaPhonso Ellis,PF,55,14.3,2003MIA
1029,Sean Lampley,SF,35,13.9,2003MIA
1030,Ken Johnson,C,16,9.8,2003MIA
1031,Sean Marks,PF,23,9.7,2003MIA
1032,Team Totals,,82,241.8,2003MIA
1033,Jalen Rose,SF,82,40.9,2003CHI
1034,Donyell Marshall,PF,78,30.5,2003CHI
1035,Jay Williams,PG,75,26.1,2003CHI
1036,Jamal Crawford,PG,80,24.9,2003CHI
1037,Tyson Chandler,C,75,24.4,2003CHI
1038,Trenton Hassell,SG,82,24.4,2003CHI
1039,Marcus Fizer,PF,38,21.3,2003CHI
1040,Eddie Robinson,SF,64,21.2,2003CHI
1041,Eddy Curry,C,81,19.4,2003CHI
1042,Corie Blount,C,50,16.7,2003CHI
1043,Lonny Baxter,C,55,12.4,2003CHI
1044,Fred Hoiberg,SG,63,12.4,2003CHI
1045,Rick Brunson,PG,17,11.5,2003CHI
1046,Dalibor Bagarić,C,10,7.6,2003CHI
1047,Roger Mason,SF,17,6.6,2003CHI
1048,Team Totals,,82,243.0,2003CHI
1049,Allen Iverson,SG,82,42.5,2003PHI
1050,Eric Snow,PG,82,37.9,2003PHI
1051,Keith Van Horn,PF,74,31.6,2003PHI
1052,Kenny Thomas,PF,46,30.3,2003PHI
1053,Aaron McKie,SF,80,29.7,2003PHI
1054,Derrick Coleman,C,64,27.2,2003PHI
1055,Tyrone Hill,PF,24,20.7,2003PHI
1056,Greg Buckner,SG,75,20.2,2003PHI
1057,Todd MacCulloch,C,42,19.3,2003PHI
1058,Brian Skinner,PF,77,17.9,2003PHI
1059,Monty Williams,SF,21,13.1,2003PHI
1060,John Salmons,PG,64,7.9,2003PHI
1061,Mark Bryant,PF,11,7.0,2003PHI
1062,Art Long,PF,19,6.9,2003PHI
1063,Kenny Satterfield,PG,17,4.8,2003PHI
1064,Efthimios Rentzias,C,35,4.1,2003PHI
1065,Team Totals,,82,242.1,2003PHI
1066,Jason Kidd,PG,80,37.4,2003NJN
1067,Richard Jefferson,SF,80,36.0,2003NJN
1068,Kenyon Martin,PF,77,34.1,2003NJN
1069,Kerry Kittles,SG,65,30.0,2003NJN
1070,Lucious Harris,SG,77,25.6,2003NJN
1071,Jason Collins,C,81,23.5,2003NJN
1072,Dikembe Mutombo,C,24,21.4,2003NJN
1073,Aaron Williams,C,81,19.7,2003NJN
1074,Rodney Rogers,PF,68,19.2,2003NJN
1075,Anthony Johnson,PG,66,12.8,2003NJN
1076,Brian Scalabrine,PF,59,12.3,2003NJN
1077,Chris Childs,PG,12,8.8,2003NJN
1078,Tamar Slay,SG,36,7.6,2003NJN
1079,Brandon Armstrong,SG,17,4.1,2003NJN
1080,Donny Marshall,SF,3,2.0,2003NJN
1081,Team Totals,,82,240.9,2003NJN
1082,Antawn Jamison,SF,82,39.3,2003GSW
1083,Gilbert Arenas,PG,82,35.0,2003GSW
1084,Jason Richardson,SG,82,32.9,2003GSW
1085,Troy Murphy,PF,79,31.8,2003GSW
1086,Erick Dampier,C,82,24.1,2003GSW
1087,Adonal Foyle,C,82,21.8,2003GSW
1088,Bob Sura,SG,55,20.5,2003GSW
1089,Earl Boykins,PG,68,19.4,2003GSW
1090,Mike Dunleavy,SF,82,15.9,2003GSW
1091,Danny Fortson,PF,17,13.1,2003GSW
1092,Chris Mills,PF,21,12.5,2003GSW
1093,Óscar Torres,SG,17,6.4,2003GSW
1094,Jiří Welsch,SF,37,6.3,2003GSW
1095,Dean Oliver,PG,15,6.2,2003GSW
1096,A.J. Guyton,PG,2,4.5,2003GSW
1097,Guy Rucker,PF,3,1.3,2003GSW
1098,Team Totals,,82,240.9,2003GSW
1099,Antoine Walker,PF,78,41.5,2003BOS
1100,Paul Pierce,SG,79,39.2,2003BOS
1101,Eric Williams,SF,82,28.7,2003BOS
1102,Tony Delk,PG,67,28.0,2003BOS
1103,Tony Battie,C,67,25.1,2003BOS
1104,Walter McCarty,SF,82,23.8,2003BOS
1105,J.R. Bremer,PG,64,23.5,2003BOS
1106,Shammond Williams,PG,51,22.9,2003BOS
1107,Mark Blount,C,27,19.2,2003BOS
1108,Vin Baker,C,52,18.1,2003BOS
1109,Kedrick Brown,SF,51,13.1,2003BOS
1110,Bimbo Coles,PG,14,12.5,2003BOS
1111,Grant Long,PF,41,11.9,2003BOS
1112,Bruno Šundov,C,26,5.3,2003BOS
1113,Mark Bryant,PF,2,4.5,2003BOS
1114,Mikki Moore,C,3,4.0,2003BOS
1115,Rubén Wolkowyski,PF,7,3.4,2003BOS
1116,Team Totals,,82,241.8,2003BOS
1117,Jermaine O'Neal,PF,77,37.2,2003IND
1118,Metta World Peace,SF,69,33.6,2003IND
1119,Brad Miller,C,73,31.1,2003IND
1120,Jamaal Tinsley,PG,73,30.6,2003IND
